,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,Target
355,<200,24,existing credits paid back duly till now,car (new),1246,<100,< 1 year,4,male single,none,2,real estate,23,store,own,1,unskilled - resident,1,none,yes,0
356,no,12,critical account,radio/television,2331,no,>= 7 years,1,male single,co-applicant,4,real estate,49,none,own,1,skilled employee / official,1,yes,yes,1
357,no,36,delay in paying off,radio/television,4463,<100,1 <= < 4 years,4,male single,none,2,car or other,26,none,own,2,management/ highly qualified employee,1,yes,yes,0
358,no,12,existing credits paid back duly till now,radio/television,776,<100,1 <= < 4 years,4,male married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,1
359,<0,30,existing credits paid back duly till now,furniture/equipment,2406,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,0
360,<200,18,existing credits paid back duly till now,education,1239,no,1 <= < 4 years,4,male single,none,4,no,61,none,for free,1,skilled employee / official,1,none,yes,1
361,>200,12,existing credits paid back duly till now,radio/television,3399,no,>= 7 years,2,male single,none,3,car or other,37,none,own,1,management/ highly qualified employee,1,none,yes,1
362,>200,12,delay in paying off,car (new),2247,<100,1 <= < 4 years,2,female divorced/separated/married,none,2,car or other,36,store,own,2,skilled employee / official,1,yes,yes,1
363,no,6,existing credits paid back duly till now,furniture/equipment,1766,<100,1 <= < 4 years,1,male married/widowed,none,2,savings agreement/life insurance,21,none,rent,1,skilled employee / official,1,none,yes,1
364,<0,18,existing credits paid back duly till now,furniture/equipment,2473,<100,unemployed,4,male single,none,1,car or other,25,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,0
365,no,12,existing credits paid back duly till now,business,1542,<100,4 <= < 7 years,2,male single,none,4,car or other,36,none,own,1,skilled employee / official,1,yes,yes,1
366,no,18,critical account,car (used),3850,<100,4 <= < 7 years,3,male single,none,1,car or other,27,none,own,2,skilled employee / official,1,none,yes,1
367,<0,18,existing credits paid back duly till now,furniture/equipment,3650,<100,< 1 year,1,female divorced/separated/married,none,4,car or other,22,none,rent,1,skilled employee / official,1,none,yes,1
368,<0,36,existing credits paid back duly till now,furniture/equipment,3446,<100,>= 7 years,4,male single,none,2,car or other,42,none,own,1,skilled employee / official,2,none,yes,0
369,<200,18,existing credits paid back duly till now,furniture/equipment,3001,<100,4 <= < 7 years,2,female divorced/separated/married,none,4,real estate,40,none,rent,1,skilled employee / official,1,none,yes,1
370,no,36,existing credits paid back duly till now,car (new),3079,no,1 <= < 4 years,4,male single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes,1
371,no,18,critical account,radio/television,6070,<100,>= 7 years,3,male single,none,4,car or other,33,none,own,2,skilled employee / official,1,yes,yes,1
372,no,10,critical account,furniture/equipment,2146,<100,< 1 year,1,female divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee / official,1,none,yes,1
373,no,60,critical account,car (new),13756,no,>= 7 years,2,male single,none,4,no,63,bank,for free,1,management/ highly qualified employee,1,yes,yes,1
374,<200,60,all credits at this bank paid back duly,others,14782,<500,>= 7 years,3,female divorced/separated/married,none,4,no,60,bank,for free,2,management/ highly qualified employee,1,yes,yes,0
375,<0,48,all credits at this bank paid back duly,business,7685,<100,4 <= < 7 years,2,female divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled employee / official,1,none,yes,0
376,no,18,delay in paying off,radio/television,2320,<100,unemployed,2,male married/widowed,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes,1
377,no,7,delay in paying off,radio/television,846,no,>= 7 years,3,male single,none,4,no,36,none,for free,1,skilled employee / official,1,none,yes,1
378,<200,36,existing credits paid back duly till now,car (new),14318,<100,>= 7 years,4,male single,none,2,no,57,none,for free,1,management/ highly qualified employee,1,yes,yes,0
379,no,6,critical account,car (new),362,<500,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,52,none,own,2,unskilled - resident,1,none,yes,1
380,<0,20,existing credits paid back duly till now,furniture/equipment,2212,no,4 <= < 7 years,4,male single,none,4,car or other,39,none,own,1,skilled employee / official,1,yes,yes,1
381,<200,18,existing credits paid back duly till now,car (used),12976,<100,unemployed,3,female divorced/separated/married,none,4,no,38,none,for free,1,management/ highly qualified employee,1,yes,yes,0
382,no,22,existing credits paid back duly till now,car (new),1283,no,4 <= < 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,25,none,rent,1,skilled employee / official,1,none,yes,1
383,>200,12,existing credits paid back duly till now,car (new),1330,<100,< 1 year,4,male single,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,1
384,no,30,delay in paying off,business,4272,<500,1 <= < 4 years,2,male single,none,2,savings agreement/life insurance,26,none,own,2,unskilled - resident,1,none,yes,1
385,no,18,critical account,radio/television,2238,<100,1 <= < 4 years,2,female divorced/separated/married,none,1,car or other,25,none,own,2,skilled employee / official,1,none,yes,1
386,no,18,existing credits paid back duly till now,radio/television,1126,no,< 1 year,4,female divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee / official,1,yes,yes,1
387,<200,18,critical account,furniture/equipment,7374,<100,unemployed,4,male single,none,4,savings agreement/life insurance,40,store,own,2,management/ highly qualified employee,1,yes,yes,1
388,<200,15,critical account,business,2326,<1000,1 <= < 4 years,2,male single,none,4,car or other,27,bank,own,1,skilled employee / official,1,none,yes,1
389,no,9,existing credits paid back duly till now,business,1449,<100,4 <= < 7 years,3,female divorced/separated/married,none,2,car or other,27,none,own,2,skilled employee / official,1,none,yes,1
390,no,18,existing credits paid back duly till now,car (new),1820,<100,1 <= < 4 years,2,male married/widowed,none,2,savings agreement/life insurance,30,none,own,1,management/ highly qualified employee,1,yes,yes,1
391,<200,12,existing credits paid back duly till now,furniture/equipment,983,>1000,< 1 year,1,female divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,1
392,<0,36,existing credits paid back duly till now,car (new),3249,<100,4 <= < 7 years,2,male single,none,4,no,39,bank,for free,1,management/ highly qualified employee,2,yes,yes,1
393,<0,6,critical account,radio/television,1957,<100,4 <= < 7 years,1,female divorced/separated/married,none,4,car or other,31,none,own,1,skilled employee / official,1,none,yes,1
394,no,9,critical account,furniture/equipment,2406,<100,unemployed,2,male single,none,3,car or other,31,none,own,1,management/ highly qualified employee,1,none,yes,1
395,<200,39,delay in paying off,education,11760,<500,4 <= < 7 years,2,male single,none,3,no,32,none,rent,1,skilled employee / official,1,yes,yes,1
396,<0,12,existing credits paid back duly till now,furniture/equipment,2578,<100,unemployed,3,female divorced/separated/married,none,4,no,55,none,for free,1,management/ highly qualified employee,1,none,yes,1
397,<0,36,critical account,furniture/equipment,2348,<100,1 <= < 4 years,3,male married/widowed,none,2,savings agreement/life insurance,46,none,own,2,skilled employee / official,1,yes,yes,1
398,<200,12,existing credits paid back duly till now,car (new),1223,<100,>= 7 years,1,male divorced/separated,none,1,real estate,46,none,rent,2,skilled employee / official,1,none,yes,0
399,no,24,critical account,radio/television,1516,>1000,1 <= < 4 years,4,female divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,none,yes,1
400,no,18,existing credits paid back duly till now,radio/television,1473,<100,< 1 year,3,male married/widowed,none,4,real estate,39,none,own,1,skilled employee / official,1,yes,yes,1
401,<200,18,critical account,business,1887,no,1 <= < 4 years,4,male married/widowed,none,4,real estate,28,bank,own,2,skilled employee / official,1,none,yes,1
402,no,24,delay in paying off,business,8648,<100,< 1 year,2,male single,none,2,car or other,27,bank,own,2,skilled employee / official,1,yes,yes,0
403,no,14,delay in paying off,car (new),802,<100,1 <= < 4 years,4,male single,none,2,car or other,27,none,own,2,unskilled - resident,1,none,yes,1
404,<200,18,delay in paying off,car (new),2899,no,>= 7 years,4,male single,none,4,car or other,43,none,own,1,skilled employee / official,2,none,yes,1
405,<200,24,existing credits paid back duly till now,radio/television,2039,<100,< 1 year,1,male married/widowed,none,1,savings agreement/life insurance,22,none,own,1,skilled employee / official,1,yes,yes,0
406,no,24,critical account,car (used),2197,no,4 <= < 7 years,4,male single,none,4,car or other,43,none,own,2,skilled employee / official,2,yes,yes,1
407,<0,15,existing credits paid back duly till now,radio/television,1053,<100,< 1 year,4,male married/widowed,none,2,real estate,27,none,own,1,skilled employee / official,1,none,no,1
408,no,24,existing credits paid back duly till now,radio/television,3235,<1000,>= 7 years,3,male divorced/separated,none,2,car or other,26,none,own,1,management/ highly qualified employee,1,yes,yes,1
409,>200,12,critical account,car (new),939,<1000,4 <= < 7 years,4,male married/widowed,none,2,real estate,28,none,own,3,skilled employee / official,1,yes,yes,0
410,<200,24,existing credits paid back duly till now,radio/television,1967,<100,>= 7 years,4,female divorced/separated/married,none,4,car or other,20,none,own,1,skilled employee / official,1,yes,yes,1
411,no,33,critical account,car (used),7253,<100,4 <= < 7 years,3,male single,none,2,car or other,35,none,own,2,management/ highly qualified employee,1,yes,yes,1
412,no,12,critical account,business,2292,<100,unemployed,4,male single,none,2,car or other,42,store,own,2,management/ highly qualified employee,1,yes,yes,0
413,no,10,existing credits paid back duly till now,car (new),1597,<1000,1 <= < 4 years,3,male single,none,2,no,40,none,rent,1,unskilled - resident,2,none,no,1
414,<0,24,existing credits paid back duly till now,car (new),1381,no,1 <= < 4 years,4,female divorced/separated/married,none,2,savings agreement/life insurance,35,none,own,1,skilled employee / official,1,none,yes,0
415,no,36,critical account,car (used),5842,<100,>= 7 years,2,male single,none,2,savings agreement/life insurance,35,none,own,2,skilled employee / official,2,yes,yes,1
416,<0,12,existing credits paid back duly till now,car (new),2579,<100,< 1 year,4,male single,none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes,0
417,<0,18,delay in paying off,education,8471,no,1 <= < 4 years,1,female divorced/separated/married,none,2,car or other,23,none,rent,2,skilled employee / official,1,yes,yes,1
418,no,21,existing credits paid back duly till now,car (new),2782,<1000,4 <= < 7 years,1,female divorced/separated/married,none,2,car or other,31,bank,own,1,management/ highly qualified employee,1,none,yes,1
419,<200,18,existing credits paid back duly till now,car (new),1042,no,1 <= < 4 years,4,female divorced/separated/married,none,2,savings agreement/life insurance,33,none,own,1,skilled employee / official,1,none,yes,0
420,no,15,existing credits paid back duly till now,car (new),3186,>1000,4 <= < 7 years,2,female divorced/separated/married,none,3,car or other,20,none,rent,1,skilled employee / official,1,none,yes,1
421,<200,12,existing credits paid back duly till now,car (used),2028,no,1 <= < 4 years,4,male single,none,2,car or other,30,none,own,1,skilled employee / official,1,none,yes,1
422,<200,12,critical account,car (new),958,<100,4 <= < 7 years,2,male single,none,3,real estate,47,none,own,2,unskilled - resident,2,none,yes,1
423,no,21,delay in paying off,furniture/equipment,1591,<500,4 <= < 7 years,4,male single,none,3,real estate,34,none,own,2,management/ highly qualified employee,1,none,yes,1
424,<200,12,existing credits paid back duly till now,furniture/equipment,2762,no,>= 7 years,1,female divorced/separated/married,none,2,savings agreement/life insurance,25,bank,own,1,skilled employee / official,1,yes,yes,0
425,<200,18,existing credits paid back duly till now,car (used),2779,<100,1 <= < 4 years,1,male married/widowed,none,3,car or other,21,none,rent,1,skilled employee / official,1,yes,yes,1
426,no,28,critical account,radio/television,2743,<100,>= 7 years,4,male single,none,2,car or other,29,none,own,2,skilled employee / official,1,none,yes,1
427,no,18,critical account,radio/television,1149,>1000,1 <= < 4 years,4,male single,none,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,1
428,no,9,existing credits paid back duly till now,furniture/equipment,1313,<100,>= 7 years,1,male single,none,4,car or other,20,none,own,1,skilled employee / official,1,none,yes,1
429,<0,18,critical account,repairs,1190,<100,unemployed,2,female divorced/separated/married,none,4,no,55,none,for free,3,unemployed/ unskilled  - non-resident,2,none,yes,0
430,no,5,existing credits paid back duly till now,business,3448,<100,4 <= < 7 years,1,male single,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,1
431,<200,24,existing credits paid back duly till now,others,11328,<100,1 <= < 4 years,2,male single,co-applicant,3,car or other,29,bank,own,2,management/ highly qualified employee,1,yes,yes,0
432,<0,6,critical account,furniture/equipment,1872,<100,unemployed,4,male single,none,4,no,36,none,for free,3,management/ highly qualified employee,1,yes,yes,1
433,no,24,critical account,repairs,2058,<100,1 <= < 4 years,4,male divorced/separated,none,2,real estate,33,none,own,2,skilled employee / official,1,yes,yes,1
434,<0,9,existing credits paid back duly till now,furniture/equipment,2136,<100,1 <= < 4 years,3,male single,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1
435,<200,12,existing credits paid back duly till now,radio/television,1484,no,1 <= < 4 years,2,male married/widowed,none,1,real estate,25,none,own,1,skilled employee / official,1,yes,yes,0
436,no,6,existing credits paid back duly till now,repairs,660,<1000,4 <= < 7 years,2,male married/widowed,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,1
437,no,24,critical account,car (new),1287,>1000,>= 7 years,4,female divorced/separated/married,none,4,real estate,37,none,own,2,skilled employee / official,1,yes,yes,1
438,<0,42,critical account,repairs,3394,<100,unemployed,4,male single,co-applicant,4,car or other,65,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,1
439,>200,12,all credits at this bank paid back duly,business,609,<100,< 1 year,4,female divorced/separated/married,none,1,real estate,26,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,0
440,no,12,existing credits paid back duly till now,car (new),1884,<100,>= 7 years,4,male single,none,4,car or other,39,none,own,1,management/ highly qualified employee,1,yes,yes,1
441,<0,12,existing credits paid back duly till now,furniture/equipment,1620,<100,1 <= < 4 years,2,female divorced/separated/married,co-applicant,3,savings agreement/life insurance,30,none,own,1,skilled employee / official,1,none,yes,1
442,<200,20,delay in paying off,others,2629,<100,1 <= < 4 years,2,male single,none,3,car or other,29,bank,own,2,skilled employee / official,1,yes,yes,1
443,no,12,existing credits paid back duly till now,education,719,<100,>= 7 years,4,male single,none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,0
444,<200,48,critical account,furniture/equipment,5096,<100,1 <= < 4 years,2,female divorced/separated/married,none,3,car or other,30,none,own,1,management/ highly qualified employee,1,yes,yes,0
445,no,9,critical account,education,1244,no,>= 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,41,none,rent,2,unskilled - resident,1,none,yes,1
446,<0,36,existing credits paid back duly till now,car (new),1842,<100,< 1 year,4,female divorced/separated/married,none,4,car or other,34,none,own,1,skilled employee / official,1,yes,yes,0
447,<200,7,existing credits paid back duly till now,radio/television,2576,<100,1 <= < 4 years,2,male single,guarantor,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,1
448,>200,12,existing credits paid back duly till now,furniture/equipment,1424,no,>= 7 years,3,female divorced/separated/married,none,4,real estate,55,none,own,1,management/ highly qualified employee,1,yes,yes,1
449,<200,15,delay in paying off,repairs,1512,>1000,1 <= < 4 years,3,male married/widowed,none,3,savings agreement/life insurance,61,store,own,2,skilled employee / official,1,none,yes,0
450,no,36,critical account,car (used),11054,no,1 <= < 4 years,4,male single,none,2,car or other,30,none,own,1,management/ highly qualified employee,1,yes,yes,1
451,no,6,existing credits paid back duly till now,radio/television,518,<100,1 <= < 4 years,3,female divorced/separated/married,none,1,real estate,29,none,own,1,skilled employee / official,1,none,yes,1
452,no,12,no credits taken,furniture/equipment,2759,<100,>= 7 years,2,male single,none,4,savings agreement/life insurance,34,none,own,2,skilled employee / official,1,none,yes,1
453,no,24,existing credits paid back duly till now,car (used),2670,<100,>= 7 years,4,male single,none,4,car or other,35,none,own,1,management/ highly qualified employee,1,yes,yes,1
454,<0,24,existing credits paid back duly till now,car (new),4817,<100,4 <= < 7 years,2,male single,co-applicant,3,savings agreement/life insurance,31,none,own,1,skilled employee / official,1,yes,yes,0
455,no,24,existing credits paid back duly till now,car (used),2679,<100,< 1 year,4,female divorced/separated/married,none,1,no,29,none,own,1,management/ highly qualified employee,1,yes,yes,1
456,<0,11,critical account,car (new),3905,<100,1 <= < 4 years,2,male single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes,1
457,<0,12,existing credits paid back duly till now,car (used),3386,<100,>= 7 years,3,male single,none,4,no,35,none,for free,1,skilled employee / official,1,yes,yes,0
458,<0,6,existing credits paid back duly till now,domestic appliances,343,<100,< 1 year,4,female divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes,1
459,no,18,existing credits paid back duly till now,radio/television,4594,<100,< 1 year,3,male single,none,2,car or other,32,none,own,1,skilled employee / official,1,yes,yes,1
460,<0,36,existing credits paid back duly till now,furniture/equipment,3620,<100,1 <= < 4 years,1,male single,guarantor,2,savings agreement/life insurance,37,none,own,1,skilled employee / official,2,none,yes,1
461,<0,15,existing credits paid back duly till now,car (new),1721,<100,< 1 year,2,male single,none,3,real estate,36,none,own,1,skilled employee / official,1,none,yes,1
462,<200,12,existing credits paid back duly till now,furniture/equipment,3017,<100,< 1 year,3,female divorced/separated/married,none,1,real estate,34,none,rent,1,management/ highly qualified employee,1,none,yes,1
463,<200,12,existing credits paid back duly till now,retraining,754,no,>= 7 years,4,male single,none,4,savings agreement/life insurance,38,none,own,2,skilled employee / official,1,none,yes,1
464,no,18,existing credits paid back duly till now,business,1950,<100,4 <= < 7 years,4,male single,none,1,car or other,34,store,own,2,skilled employee / official,1,yes,yes,1
465,<0,24,existing credits paid back duly till now,car (used),2924,<100,1 <= < 4 years,3,male single,guarantor,4,no,63,bank,own,1,skilled employee / official,2,yes,yes,1
466,<0,24,delay in paying off,radio/television,1659,<100,< 1 year,4,female divorced/separated/married,none,2,car or other,29,none,rent,1,unskilled - resident,1,yes,yes,0
467,no,48,delay in paying off,radio/television,7238,no,>= 7 years,3,male single,none,3,car or other,32,bank,own,2,skilled employee / official,2,none,yes,1
468,no,33,delay in paying off,business,2764,<100,1 <= < 4 years,2,female divorced/separated/married,none,2,car or other,26,none,own,2,skilled employee / official,1,yes,yes,1
469,no,24,delay in paying off,car (used),4679,<100,4 <= < 7 years,3,male single,none,3,car or other,35,none,own,2,unskilled - resident,1,yes,yes,1
470,<200,24,existing credits paid back duly till now,radio/television,3092,<500,< 1 year,3,male married/widowed,none,2,car or other,22,none,rent,1,skilled employee / official,1,yes,yes,0
471,<0,6,existing credits paid back duly till now,education,448,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,23,none,own,1,skilled employee / official,1,none,yes,0
472,<0,9,existing credits paid back duly till now,car (new),654,<100,1 <= < 4 years,4,male single,none,3,car or other,28,none,own,1,unskilled - resident,1,none,yes,0
473,no,6,existing credits paid back duly till now,retraining,1238,no,unemployed,4,male single,none,4,savings agreement/life insurance,36,none,own,1,management/ highly qualified employee,2,yes,yes,1
474,<200,18,critical account,radio/television,1245,<100,1 <= < 4 years,4,male married/widowed,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,0
475,<0,18,no credits taken,furniture/equipment,3114,<100,< 1 year,1,female divorced/separated/married,none,4,savings agreement/life insurance,26,none,rent,1,skilled employee / official,1,none,yes,0
476,no,39,existing credits paid back duly till now,car (used),2569,<1000,1 <= < 4 years,4,male single,none,4,car or other,24,none,own,1,skilled employee / official,1,none,yes,1
477,>200,24,existing credits paid back duly till now,radio/television,5152,<100,4 <= < 7 years,4,male single,none,2,car or other,25,bank,own,1,skilled employee / official,1,none,yes,1
478,<200,12,existing credits paid back duly till now,business,1037,<500,4 <= < 7 years,3,male single,none,4,real estate,39,none,own,1,unskilled - resident,1,none,yes,1
479,<0,15,critical account,furniture/equipment,1478,<100,>= 7 years,4,male single,none,4,car or other,44,none,own,2,skilled employee / official,2,yes,yes,1
480,<200,12,critical account,radio/television,3573,<100,1 <= < 4 years,1,female divorced/separated/married,none,1,real estate,23,none,own,1,unskilled - resident,1,none,yes,1
481,<200,24,existing credits paid back duly till now,car (new),1201,<100,< 1 year,4,male single,none,1,savings agreement/life insurance,26,none,own,1,skilled employee / official,1,none,yes,1
482,<0,30,existing credits paid back duly till now,furniture/equipment,3622,>1000,>= 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,57,none,rent,2,skilled employee / official,1,yes,yes,1
483,no,15,delay in paying off,furniture/equipment,960,>1000,4 <= < 7 years,3,female divorced/separated/married,none,2,savings agreement/life insurance,30,none,own,2,skilled employee / official,1,none,yes,1
484,no,12,critical account,car (new),1163,<1000,1 <= < 4 years,4,male single,none,4,real estate,44,none,own,1,skilled employee / official,1,yes,yes,1
485,<200,6,delay in paying off,car (new),1209,<100,unemployed,4,male single,none,4,savings agreement/life insurance,47,none,own,1,management/ highly qualified employee,1,yes,yes,0
486,no,12,existing credits paid back duly till now,radio/television,3077,<100,1 <= < 4 years,2,male single,none,4,car or other,52,none,own,1,skilled employee / official,1,yes,yes,1
487,no,24,existing credits paid back duly till now,car (new),3757,<100,>= 7 years,4,female divorced/separated/married,co-applicant,4,no,62,none,for free,1,skilled employee / official,1,yes,yes,1
488,no,10,existing credits paid back duly till now,car (new),1418,<500,1 <= < 4 years,3,male single,none,2,real estate,35,none,rent,1,unskilled - resident,1,none,no,1
489,no,6,existing credits paid back duly till now,car (new),3518,<100,1 <= < 4 years,2,male single,guarantor,3,savings agreement/life insurance,26,none,rent,1,skilled employee / official,1,none,yes,1
490,no,12,critical account,radio/television,1934,<100,>= 7 years,2,male single,none,2,no,26,none,own,2,skilled employee / official,1,none,yes,1
491,<200,27,no credits taken,business,8318,<100,>= 7 years,2,female divorced/separated/married,none,4,no,42,none,for free,2,management/ highly qualified employee,1,yes,yes,0
492,no,6,critical account,radio/television,1237,<500,1 <= < 4 years,1,female divorced/separated/married,none,1,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,none,yes,1
493,<200,6,existing credits paid back duly till now,radio/television,368,no,>= 7 years,4,male single,none,4,savings agreement/life insurance,38,none,own,1,skilled employee / official,1,none,yes,1
494,<0,12,critical account,car (new),2122,<100,1 <= < 4 years,3,male single,none,2,real estate,39,none,rent,2,unskilled - resident,2,none,no,1
495,<0,24,existing credits paid back duly till now,furniture/equipment,2996,no,1 <= < 4 years,2,male married/widowed,none,4,car or other,20,none,own,1,skilled employee / official,1,none,yes,0
496,<200,36,existing credits paid back duly till now,furniture/equipment,9034,<500,< 1 year,4,male single,co-applicant,1,no,29,none,rent,1,management/ highly qualified employee,1,yes,yes,0
497,no,24,critical account,furniture/equipment,1585,<100,4 <= < 7 years,4,male single,none,3,savings agreement/life insurance,40,none,own,2,skilled employee / official,1,none,yes,1
498,<200,18,existing credits paid back duly till now,radio/television,1301,<100,>= 7 years,4,male married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1,none,yes,1
499,>200,6,critical account,car (new),1323,<500,>= 7 years,2,male divorced/separated,none,4,car or other,28,none,own,2,skilled employee / official,2,yes,yes,1
500,<0,24,existing credits paid back duly till now,car (new),3123,<100,< 1 year,4,female divorced/separated/married,none,1,savings agreement/life insurance,27,none,own,1,skilled employee / official,1,none,yes,0
501,<0,36,existing credits paid back duly till now,car (used),5493,<100,>= 7 years,2,male single,none,4,no,42,none,for free,1,skilled employee / official,2,none,yes,1
502,>200,9,existing credits paid back duly till now,radio/television,1126,<500,>= 7 years,2,male divorced/separated,none,4,real estate,49,none,own,1,skilled employee / official,1,none,yes,1
503,<200,24,critical account,radio/television,1216,<500,< 1 year,4,male single,none,4,no,38,bank,own,2,skilled employee / official,2,none,yes,0
504,<0,24,existing credits paid back duly till now,car (new),1207,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,24,none,rent,1,skilled employee / official,1,none,yes,0
505,no,10,existing credits paid back duly till now,car (new),1309,no,1 <= < 4 years,4,male single,guarantor,4,savings agreement/life insurance,27,none,own,1,unskilled - resident,1,none,yes,0
506,>200,15,critical account,car (used),2360,<1000,1 <= < 4 years,2,male single,none,2,car or other,36,none,own,1,skilled employee / official,1,yes,yes,1
507,<200,15,all credits at this bank paid back duly,car (new),6850,<500,unemployed,1,male single,none,2,savings agreement/life insurance,34,none,own,1,management/ highly qualified employee,2,yes,yes,0
508,no,24,existing credits paid back duly till now,radio/television,1413,<100,1 <= < 4 years,4,male married/widowed,none,2,savings agreement/life insurance,28,none,own,1,skilled employee / official,1,none,yes,1
509,no,39,existing credits paid back duly till now,car (used),8588,<500,>= 7 years,4,male single,none,2,car or other,45,none,own,1,management/ highly qualified employee,1,yes,yes,1
510,<0,12,existing credits paid back duly till now,car (new),759,<100,4 <= < 7 years,4,male single,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,0
511,no,36,existing credits paid back duly till now,car (used),4686,<100,1 <= < 4 years,2,male single,none,2,no,32,none,for free,1,management/ highly qualified employee,1,yes,yes,1
512,>200,15,existing credits paid back duly till now,business,2687,<100,4 <= < 7 years,2,male single,none,4,savings agreement/life insurance,26,none,rent,1,skilled employee / official,1,yes,yes,1
513,<200,12,delay in paying off,radio/television,585,<100,1 <= < 4 years,4,male married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee / official,1,none,yes,1
514,no,24,existing credits paid back duly till now,car (new),2255,no,< 1 year,4,male single,none,1,savings agreement/life insurance,54,none,own,1,skilled employee / official,1,none,yes,1
515,<0,6,critical account,car (new),609,<100,4 <= < 7 years,4,female divorced/separated/married,none,3,savings agreement/life insurance,37,none,own,2,skilled employee / official,1,none,no,1
516,<0,6,critical account,car (new),1361,<100,< 1 year,2,male single,none,4,real estate,40,none,own,1,unskilled - resident,2,none,no,1
517,no,36,critical account,furniture/equipment,7127,<100,< 1 year,2,female divorced/separated/married,none,4,savings agreement/life insurance,23,none,rent,2,skilled employee / official,1,yes,yes,0
518,<0,6,existing credits paid back duly till now,car (new),1203,<500,>= 7 years,3,male single,none,2,savings agreement/life insurance,43,none,own,1,skilled employee / official,1,yes,yes,1
519,no,6,critical account,radio/television,700,no,>= 7 years,4,male single,none,4,no,36,none,for free,2,skilled employee / official,1,none,yes,1
520,no,24,critical account,repairs,5507,<100,>= 7 years,3,male single,none,4,no,44,none,for free,2,skilled employee / official,1,none,yes,1
521,<0,18,existing credits paid back duly till now,radio/television,3190,<100,1 <= < 4 years,2,female divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,0
522,<0,48,no credits taken,furniture/equipment,7119,<100,1 <= < 4 years,3,male single,none,4,no,53,none,for free,2,skilled employee / official,2,none,yes,0
523,no,24,existing credits paid back duly till now,car (used),3488,<500,4 <= < 7 years,3,female divorced/separated/married,none,4,car or other,23,none,own,1,skilled employee / official,1,none,yes,1
524,<200,18,existing credits paid back duly till now,radio/television,1113,<100,1 <= < 4 years,4,female divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,yes,1
525,<200,26,existing credits paid back duly till now,car (used),7966,<100,< 1 year,2,male single,none,3,car or other,30,none,own,2,skilled employee / official,1,none,yes,1
526,no,15,critical account,education,1532,<500,1 <= < 4 years,4,female divorced/separated/married,none,3,car or other,31,none,own,1,skilled employee / official,1,none,yes,1
527,no,4,critical account,radio/television,1503,<100,4 <= < 7 years,2,male single,none,1,real estate,42,none,own,2,unskilled - resident,2,none,yes,1
528,<0,36,existing credits paid back duly till now,radio/television,2302,<100,1 <= < 4 years,4,male divorced/separated,none,4,car or other,31,none,rent,1,skilled employee / official,1,none,yes,0
529,<0,6,existing credits paid back duly till now,car (new),662,<100,< 1 year,3,male single,none,4,real estate,41,none,own,1,unskilled - resident,2,yes,yes,1
530,<200,36,existing credits paid back duly till now,education,2273,<100,4 <= < 7 years,3,male single,none,1,car or other,32,none,own,2,skilled employee / official,2,none,yes,1
531,<200,15,existing credits paid back duly till now,car (new),2631,<500,1 <= < 4 years,2,female divorced/separated/married,none,4,car or other,28,none,rent,2,skilled employee / official,1,yes,yes,0
